"","ensgenes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X","annotation","protein_id","deleteok","gen_acr","old_locus","Description","GO.IDs","GO.Names","Enzyme.Codes","Enzyme.Names","InterPro.IDs","InterPro.GO.IDs","InterPro.GO.Names"
"579","NIS_RS03180",6542.03858282996,-1.02570024664876,0.326663907531765,-3.13992523507979,0.00168990957196329,0.00618463224592893,478,"  molecular chaperone TorD family protein","  WP_012081954.1"," transl_table 11"," ","NIS_0577","molecular chaperone TorD family protein","","","","",NA,NA,NA
"583","NIS_RS03200",503.655628801272,-1.55297547683453,0.342798227356115,-4.53029027837192,5.89026999992585e-06,4.86192702910546e-05,482,"  phosphate transport system regulator","  WP_012081958.1"," transl_table 11"," ","NIS_0581","phosphate transport system regulator","C:GO:0005623; P:GO:0030643; P:GO:0045936","C:cell; P:cellular phosphate ion homeostasis; P:negative regulation of phosphate metabolic process","","",NA,NA,NA
"587","NIS_RS03220",200.880515438737,-1.0672982978583,0.393341793048723,-2.71341188940503,0.00665942753212113,0.019009115188951,1638,"  phosphate ABC transporter permease PstA","  WP_012081962.1"," transl_table 11","  pstA","NIS_0585","phosphate ABC transporter permease PstA","F:GO:0005315; C:GO:0005887; P:GO:0035435","F:inorganic phosphate transmembrane transporter activity; C:integral component of plasma membrane; P:phosphate ion transmembrane transport","","",NA,NA,NA
"602","NIS_RS03305",1515.96702341357,-1.00610093642767,0.384245752754928,-2.6183788089113,0.0088348667793504,0.0238623910933122,497,"  chemotaxis protein CheY","  WP_012081978.1"," transl_table 11"," ","NIS_0601","response regulator","P:GO:0000160","P:phosphorelay signal transduction system","","",NA,NA,NA
"606","NIS_RS03325",2455.26668032947,-1.69902443394827,0.287056871781376,-5.91877290170657,3.24352460100646e-09,7.47142120301605e-08,501,"  hypothetical protein","  WP_012081982.1"," transl_table 11"," ","NIS_0605","","","","","",NA,NA,NA
"616","NIS_RS03375",1437.77373496557,-1.01765618661568,0.293744260324112,-3.46442917894912,0.000531358030591104,0.00228830491000213,1644,"  flagellar biosynthesis protein FlhA","  WP_012081992.1"," transl_table 11","  flhA","NIS_0615","flagellar biosynthesis protein FlhA","C:GO:0005886; P:GO:0009306; C:GO:0016021; P:GO:0044780","C:plasma membrane; P:protein secretion; C:integral component of membrane; P:bacterial-type flagellum assembly","","",NA,NA,NA
"617","NIS_RS03380",435.629420716346,-1.48916795982778,0.352261127848141,-4.22745469795281,2.36349741051623e-05,0.000158714860007886,1645,"  flagellar biosynthesis protein FlhF","  WP_012081993.1"," transl_table 11","  flhF","NIS_0616","flagellar biosynthesis protein FlhF","F:GO:0003924; F:GO:0005525; P:GO:0006614; P:GO:0044781","F:GTPase activity; F:GTP binding; P:SRP-dependent cotranslational protein targeting to membrane; P:bacterial-type flagellum organization","EC:3.6.1.15","Nucleoside-triphosphate phosphatase",NA,NA,NA
"618","NIS_RS03385",378.879921331695,-1.99547710112812,0.385702352402217,-5.1736192136241,2.29602512698318e-07,2.87875049148967e-06,508,"  AAA family ATPase","  WP_158297269.1"," transl_table 11"," ","NIS_0617","MinD/ParA family protein","F:GO:0005524","F:ATP binding","","",NA,NA,NA
"619","NIS_RS03390",666.85311518744,-1.68220849664624,0.331801424877131,-5.0699254750614,3.97971505138575e-07,4.47944063454271e-06,509,"  sigma-70 family RNA polymerase sigma factor","  WP_012081995.1"," transl_table 11"," ","NIS_0618","sigma-70 family RNA polymerase sigma factor","F:GO:0003677; F:GO:0003700; F:GO:0016987; P:GO:2000142","F:DNA binding; F:DNA-binding transcription factor activity; F:sigma factor activity; P:regulation of DNA-templated transcription, initiation","","",NA,NA,NA
"620","NIS_RS03395",2117.60924452053,-2.23302134618148,0.286033878478776,-7.80684217568017,5.86386233208084e-15,1.32371741951489e-12,510,"  hypothetical protein","  WP_012081996.1"," transl_table 11"," ","NIS_0619","hypothetical protein","","","","",NA,NA,NA
"621","NIS_RS03400",1038.63532071249,-2.10340211236571,0.29464789016982,-7.13869734873518,9.42195264074039e-13,6.66603149332383e-11,511,"  tetratricopeptide repeat protein","  WP_012081997.1"," transl_table 11"," ","NIS_0620","tetratricopeptide repeat protein","","","","",NA,NA,NA
"624","NIS_RS03415",1247.54172162757,-1.74278971793626,0.283955455554774,-6.13754616734274,8.38058687456979e-10,2.12845417929779e-08,1648,"  flagellar hook-basal body complex protein FliE","  WP_012082000.1"," transl_table 11","  fliE","NIS_0623","flagellar hook-basal body complex protein FliE","F:GO:0003774; F:GO:0005198; C:GO:0009425; P:GO:0071973","F:motor activity; F:structural molecule activity; C:bacterial-type flagellum basal body; P:bacterial-type flagellum-dependent cell motility","EC:3.6.1.15","Nucleoside-triphosphate phosphatase",NA,NA,NA
"631","NIS_RS03450",662.669573396274,-1.54561215998521,0.37985625232618,-4.06893963313787,4.72275804404329e-05,0.000289652745673367,517,"  FliM/FliN family flagellar motor switch protein","  WP_012082007.1"," transl_table 11"," ","NIS_0630","flagellar motor switch protein FliN","F:GO:0003774; P:GO:0006935; C:GO:0009425; P:GO:0071973","F:motor activity; P:chemotaxis; C:bacterial-type flagellum basal body; P:bacterial-type flagellum-dependent cell motility","EC:3.6.1.15","Nucleoside-triphosphate phosphatase",NA,NA,NA
"633","NIS_RS03460",563.959974768528,-1.47951881467263,0.332813308279658,-4.44549174526823,8.7691048227272e-06,6.78577994289944e-05,1650," note The bacterial flagellar biogenesis protein FliP forms a type III secretion system (T3SS)-type pore required for flagellar assembly."," product flagellar type III secretion system pore protein FliP"," protein_id WP_012082009.1","  fliP","NIS_0632","flagellar biosynthetic protein FliP","C:GO:0005886; P:GO:0009306; C:GO:0009425; C:GO:0016021; P:GO:0044781","C:plasma membrane; P:protein secretion; C:bacterial-type flagellum basal body; C:integral component of membrane; P:bacterial-type flagellum organization","","",NA,NA,NA
"634","NIS_RS03465",202.528090012357,-2.15029681433308,0.340248597895648,-6.31978155863721,2.6193329504604e-10,7.86196753766979e-09,1651,"  flagellar biosynthesis protein FliQ","  WP_012082010.1"," transl_table 11","  fliQ","NIS_0633","flagellar biosynthetic protein FliQ","C:GO:0005886; P:GO:0009306; C:GO:0009425; C:GO:0016021; P:GO:0044780","C:plasma membrane; P:protein secretion; C:bacterial-type flagellum basal body; C:integral component of membrane; P:bacterial-type flagellum assembly","","",NA,NA,NA
"635","NIS_RS03470",152.279212895682,-1.40982863518676,0.364899653313054,-3.8636063980506,0.000111725195746745,0.000599803828656646,1652,"  flagellar biosynthetic protein FliR","  WP_012082011.1"," transl_table 11","  fliR","NIS_0634","flagellar biosynthetic protein FliR","C:GO:0005886; P:GO:0006605; C:GO:0009425; C:GO:0016021; P:GO:0044780","C:plasma membrane; P:protein targeting; C:bacterial-type flagellum basal body; C:integral component of membrane; P:bacterial-type flagellum assembly","","",NA,NA,NA
"637","NIS_RS03485",431.152638770244,-1.77393515315577,0.362747545665924,-4.89027472232574,1.00695341903596e-06,1.02309386505777e-05,520,"  hypothetical protein","  WP_012082014.1"," transl_table 11"," ","NIS_0637","hypothetical protein","","","","",NA,NA,NA
"638","NIS_RS03490",514.63193868358,-2.06320462306862,0.297674078803815,-6.93108594258351,4.17622226641129e-12,2.43326362051787e-10,521,"  hypothetical protein","  WP_012082015.1"," transl_table 11"," ","NIS_0638","","","","","",NA,NA,NA
"639","NIS_RS03495",3230.71568822507,-2.13883739592516,0.325622261362981,-6.56846183357512,5.08376588416666e-11,1.83108003936985e-09,522,"  PilZ domain-containing protein","  WP_012082016.1"," transl_table 11"," ","NIS_0639","PilZ domain-containing protein","C:GO:0016021; F:GO:0035438","C:integral component of membrane; F:cyclic-di-GMP binding","","",NA,NA,NA
"645","NIS_RS03535",2029.08873229235,-1.1944680157946,0.369206768170337,-3.23522784187837,0.00121545697911839,0.00464830169041221,527,"  hypothetical protein","  WP_012082023.1"," transl_table 11"," ","NIS_0646","hypothetical protein","","","","",NA,NA,NA
"657","NIS_RS03620",3174.52915590947,-1.33869427581528,0.323376712989367,-4.13973617160026,3.47705473433953e-05,0.000221480560409216,536,"  histidine triad nucleotide-binding protein","  WP_012082035.1"," transl_table 11"," ","NIS_0658","histidine triad nucleotide-binding protein","F:GO:0003824","F:catalytic activity","","",NA,NA,NA
"658","NIS_RS03625",3757.47328695532,-1.06576216371938,0.300499987749155,-3.54662964116005,0.00039019270825062,0.00177287099780843,1660,"  phenylalanine--tRNA ligase subunit alpha","  WP_041354001.1"," transl_table 11","  pheS","NIS_0659","phenylalanine--tRNA ligase subunit alpha","F:GO:0000049; F:GO:0000287; F:GO:0004826; F:GO:0005524; C:GO:0005737; P:GO:0006432","F:tRNA binding; F:magnesium ion binding; F:phenylalanine-tRNA ligase activity; F:ATP binding; C:cytoplasm; P:phenylalanyl-tRNA aminoacylation","EC:6.1.1.20","Phenylalanine--tRNA ligase",NA,NA,NA
"668","NIS_RS03675",132.074258032182,-2.33377759140635,0.534588434270373,-4.36555945059227,1.26797808687006e-05,9.29696570389784e-05,545,"  DUF2905 domain-containing protein","  WP_012082046.1"," transl_table 11"," ","NIS_0669","DUF2905 domain-containing protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"674","NIS_RS03705",875.388574025711,-1.77934156730742,0.310339238651488,-5.73353719316694,9.83574852990657e-09,1.96814321593383e-07,550,"  HAD-IIB family hydrolase","  WP_012082052.1"," transl_table 11"," ","NIS_0675","HAD family hydrolase","F:GO:0016787","F:hydrolase activity","","",NA,NA,NA
"692","NIS_RS03805",1117.25563900805,-1.40131636244083,0.339205938336213,-4.13116695218901,3.60926323305644e-05,0.000227705428811618,568,"  hypothetical protein","  WP_012082070.1"," transl_table 11"," ","NIS_0693","hypothetical protein","","","","",NA,NA,NA
"710","NIS_RS03900",574.750971582138,-1.37499741408254,0.285899072096916,-4.80938047121901,1.51398794630736e-06,1.44889377856758e-05,579,"  hypothetical protein","  WP_012082089.1"," transl_table 11"," ","NIS_0712","cytochrome C oxidase subunit III","F:GO:0009055; F:GO:0020037; P:GO:0022900","F:electron transfer activity; F:heme binding; P:electron transport chain","","",NA,NA,NA
"715","NIS_RS03925",89.0155729777914,-1.3607544033237,0.467197293465198,-2.91259051016968,0.00358444305414389,0.0113536539792176,584,"  hydrogenase","  WP_012082094.1"," transl_table 11"," ","NIS_0717","Ni-Fe hydrogenase, membrane subunit HyfE","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"729","NIS_RS04005",491.533479728033,-2.18153252445231,0.352760806861419,-6.18416922180734,6.24303702937804e-10,1.62729688884183e-08,594,"  metal-dependent hydrolase","  WP_012082108.1"," transl_table 11"," ","NIS_0731","metal-dependent hydrolase","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"735","NIS_RS04035",1424.952252991,-1.07183560035658,0.281728284564364,-3.80450121298243,0.000142090215846051,0.000746633203159225,600,"  hypothetical protein","  WP_012082114.1"," transl_table 11"," ","NIS_0737","hypothetical protein","","","","",NA,NA,NA
"737","NIS_RS04050",2062.70822223202,-1.02336910889735,0.327562796074632,-3.12419212792465,0.00178293996267603,0.00643352288900041,602,"  DUF882 domain-containing protein","  WP_012082116.1"," transl_table 11"," ","NIS_0739","DUF882 domain-containing protein","","","","",NA,NA,NA
"740","NIS_RS04065",112.064495706278,-1.48604199792518,0.551204705837364,-2.69598931610654,0.0070179917615583,0.0197480705676804,605,"  DEAD/DEAH box helicase","  WP_041354012.1"," transl_table 11"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","NIS_RS04085",67.1431095099123,-1.57306526111632,0.521080804290752,-3.01885091172651,0.0025373536262588,0.00857401398171313,609,"  SocA family protein","  WP_012082121.1"," transl_table 11"," ","NIS_0745",NA,NA,NA,NA,NA,NA,NA,NA
"746","NIS_RS04095",781.626153219055,-2.03745423532474,0.354736688022405,-5.74356784657148,9.27021953010634e-09,1.87390866215721e-07,610,"  hypothetical protein","  WP_012082122.1"," transl_table 11"," ","NIS_0747",NA,NA,NA,NA,NA,NA,NA,NA
"747","NIS_RS04100",584.147170659478,-2.29588869153662,0.36059517283896,-6.36694238988594,1.92833561092696e-10,5.96880132069737e-09,611,"  nucleotidyl transferase AbiEii/AbiGii toxin family protein","  WP_012082123.1"," transl_table 11"," ","NIS_0748","nucleotidyl transferase AbiEii/AbiGii toxin family protein","","","","",NA,NA,NA
"750","NIS_RS04120",292.321957232219,-1.33378547245041,0.336738984894839,-3.96088820208014,7.46714897396341e-05,0.000427526650792529,612,"  rod shape-determining protein RodA","  WP_012082126.1"," transl_table 11"," ","NIS_0751","rod shape-determining protein RodA","P:GO:0008360; C:GO:0016021; P:GO:0051301","P:regulation of cell shape; C:integral component of membrane; P:cell division","","",NA,NA,NA
"755","NIS_RS04145",189.048036498461,-1.2744033628067,0.446866560296899,-2.85186558143886,0.00434634756385772,0.0133165806466353,616,"  hypothetical protein","  WP_012082131.1"," transl_table 11"," ","NIS_0756","cell division protein FtsX","C:GO:0016020","C:membrane","","",NA,NA,NA
"772","NIS_RS04240",1729.37597509221,-1.2898325348767,0.283184244972051,-4.55474680451945,5.24487133155466e-06,4.45926614069089e-05,633,"  lytic transglycosylase domain-containing protein","  WP_012082150.1"," transl_table 11"," ","NIS_0775","lytic transglycosylase domain-containing protein","","","","",NA,NA,NA
"774","NIS_RS04250",589.957260574347,-1.35884562256503,0.355441879814896,-3.82297556853087,0.000131850848251684,0.00069838644488392,1684,"  imidazoleglycerol-phosphate dehydratase HisB","  WP_012082152.1"," transl_table 11","  hisB","NIS_0777","imidazoleglycerol-phosphate dehydratase","P:GO:0000105; F:GO:0004424; C:GO:0005737","P:histidine biosynthetic process; F:imidazoleglycerol-phosphate dehydratase activity; C:cytoplasm","EC:4.2.1.19","Imidazoleglycerol-phosphate dehydratase",NA,NA,NA
"775","NIS_RS04255",475.124810001756,-1.34648947574021,0.39204401569748,-3.43453648525839,0.000593568160931414,0.00249651491890686,635,"  HAD-IIIA family hydrolase","  WP_012082153.1"," transl_table 11"," ","NIS_0778","HAD-IIIA family hydrolase","F:GO:0016788; F:GO:0046872","F:hydrolase activity, acting on ester bonds; F:metal ion binding","","",NA,NA,NA
"776","NIS_RS04260",318.607945636196,-1.49263013862694,0.401156765758566,-3.72081506790607,0.00019858082205645,0.000990903295954225,1685,"  LPS export ABC transporter periplasmic protein LptC","  WP_012082154.1"," transl_table 11","  lptC","NIS_0779","Lipopolysaccharide-assembly, LptC-related","C:GO:0016020; C:GO:0016021","C:membrane; C:integral component of membrane","","",NA,NA,NA
"783","NIS_RS04295",693.549672374365,-1.43021182513437,0.367578070368663,-3.8909062874723,9.98705015146004e-05,0.000543525998627537,1688,"  rRNA maturation RNase YbeY","  WP_012082161.1"," transl_table 11","  ybeY","NIS_0786","rRNA maturation RNase YbeY","F:GO:0004222; F:GO:0004521; C:GO:0005737; P:GO:0006364; P:GO:0006508; F:GO:0008270; P:GO:0090502","F:metalloendopeptidase activity; F:endoribonuclease activity; C:cytoplasm; P:rRNA processing; P:proteolysis; F:zinc ion binding; P:RNA phosphodiester bond hydrolysis, endonucleolytic","EC:3.4.24","Acting on peptide bonds (peptidases)",NA,NA,NA
"784","NIS_RS04300",2012.5480692019,-1.09940156879909,0.264838930467549,-4.15120830936069,3.30724576283965e-05,0.000212716034291732,640,"  methyl-accepting chemotaxis protein","  WP_012082162.1"," transl_table 11"," ","NIS_0787","methyl-accepting chemotaxis protein","P:GO:0007165; C:GO:0016021","P:signal transduction; C:integral component of membrane","","",NA,NA,NA
"785","NIS_RS04305",372.116172524671,-1.40363318822063,0.296715656162359,-4.73056665217754,2.23894000122308e-06,2.07258885159949e-05,641,"  chemotaxis protein methyltransferase","  WP_012082163.1"," transl_table 11"," ","NIS_0788","chemotaxis protein methyltransferase","F:GO:0008757; P:GO:0032259","F:S-adenosylmethionine-dependent methyltransferase activity; P:methylation","","",NA,NA,NA
"787","NIS_RS04315",358.949785057375,-1.36358171638783,0.380618077254151,-3.5825458586333,0.000340261859372796,0.00157123250213872,642,"  APC family permease","  WP_012082165.1"," transl_table 11"," ","NIS_0790","APC family permease","C:GO:0016021; F:GO:0022857; P:GO:0055085","C:integral component of membrane; F:transmembrane transporter activity; P:transmembrane transport","","",NA,NA,NA
"789","NIS_RS04325",2236.76108783689,-1.2422893984586,0.273803779631381,-4.53715211722454,5.70189793440155e-06,4.72613381089936e-05,643,"  sodium/hydrogen exchanger","  WP_012082167.1"," transl_table 11"," ","NIS_0792","sodium:proton exchanger","C:GO:0016021; P:GO:0055085","C:integral component of membrane; P:transmembrane transport","","",NA,NA,NA
"794","NIS_RS04350",3166.37217852041,-1.44525404260118,0.365148535665747,-3.95798942467663,7.55833033082108e-05,0.000431500068742264,1692,"  molybdopterin-guanine dinucleotide biosynthesis protein B","  WP_012082172.1"," transl_table 11","  mobB","NIS_0797","molybdopterin-guanine dinucleotide biosynthesis protein B","F:GO:0005525; P:GO:0006777","F:GTP binding; P:Mo-molybdopterin cofactor biosynthetic process","","",NA,NA,NA
"795","NIS_RS04355",4117.59657583933,-1.32529630861061,0.342497208958084,-3.86950980605744,0.000109054395307523,0.000588656013907912,647,"  hypothetical protein","  WP_012082173.1"," transl_table 11"," ","NIS_0798",NA,NA,NA,NA,NA,NA,NA,NA
"799","NIS_RS04375",819.518894472727,-1.33695980733354,0.339437147180514,-3.93875513755288,8.19054666399206e-05,0.000457055575813191,651,"  phosphatidylserine decarboxylase","  WP_012082177.1"," transl_table 11"," ","NIS_0802","phosphatidylserine decarboxylase","F:GO:0004609; P:GO:0006646","F:phosphatidylserine decarboxylase activity; P:phosphatidylethanolamine biosynthetic process","EC:4.1.1.65","Phosphatidylserine decarboxylase",NA,NA,NA
"823","NIS_RS04510",3068.65222748223,-1.16107117922619,0.491710208397932,-2.36129158881843,0.0182114050085246,0.0436933294646322,667,"  hypothetical protein","  WP_012082202.1"," transl_table 11"," ","NIS_0827","hypothetical protein","","","","",NA,NA,NA
"825","NIS_RS04520",298.42421269775,-1.11365862016317,0.371153599972224,-3.00053298754615,0.00269507559839297,0.00900327952852694,668,"  outer-membrane lipoprotein carrier protein LolA","  WP_012082204.1"," transl_table 11"," ","NIS_0829","outer membrane lipoprotein carrier protein LolA","P:GO:0015031; C:GO:0042597","P:protein transport; C:periplasmic space","","",NA,NA,NA
"828","NIS_RS04535",940.308263692812,-1.75365996831305,0.310486345327669,-5.64810657442067,1.62224603371168e-08,2.94832054383746e-07,670,"  AsmA-like C-terminal domain-containing protein","  WP_012082207.1"," transl_table 11"," ","NIS_0832","DUF3971 domain-containing protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"829","NIS_RS04540",270.50933666012,-1.64370118139203,0.381614439489167,-4.30723005028925,1.65311656048882e-05,0.00011654177602592,1704,"  endolytic transglycosylase MltG","  WP_012082208.1"," transl_table 11","  mltG","NIS_0833","endolytic transglycosylase MltG","C:GO:0005887; F:GO:0008932; P:GO:0009252; F:GO:0016829; P:GO:0071555","C:integral component of plasma membrane; F:lytic endotransglycosylase activity; P:peptidoglycan biosynthetic process; F:lyase activity; P:cell wall organization","EC:2.4.99","Glycosyltransferases",NA,NA,NA
"853","NIS_RS04665",478.957555866665,-1.64009476196377,0.335254892330184,-4.89208300754186,9.97743454625953e-07,1.02309386505777e-05,687,"  potassium channel protein","  WP_012082232.1"," transl_table 11"," ","NIS_0857","potassium transporter TrkA","F:GO:0005216; P:GO:0006813; F:GO:0008324; C:GO:0016021; P:GO:0098655","F:ion channel activity; P:potassium ion transport; F:cation transmembrane transporter activity; C:integral component of membrane; P:cation transmembrane transport","","",NA,NA,NA
"854","NIS_RS04670",207.942236956038,-1.6565708948813,0.36647307509258,-4.52030724075107,6.17499479185918e-06,4.97262791978579e-05,688,"  TrkA family potassium uptake protein","  WP_012082233.1"," transl_table 11"," ","NIS_0858","TrkA family potassium uptake protein","P:GO:0006813; F:GO:0008324; P:GO:0098655","P:potassium ion transport; F:cation transmembrane transporter activity; P:cation transmembrane transport","","",NA,NA,NA
"863","NIS_RS04715",355.144230301712,-1.22756935440283,0.336321514320341,-3.64998759262717,0.000262252976186306,0.00125186300198813,697,"  bifunctional diguanylate cyclase/phosphodiesterase","  WP_012082242.1"," transl_table 11"," ","NIS_0867","bifunctional diguanylate cyclase/phosphodiesterase","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"864","NIS_RS04720",40.9861835561126,-2.3093911755217,0.653514742008173,-3.53380119387241,0.000409629068579888,0.00183591670782072,698,"  YfiR family protein","  WP_012082243.1"," transl_table 11"," ","NIS_0868",NA,NA,NA,NA,NA,NA,NA,NA
"865","NIS_RS04725",498.935117832828,-1.02952817241069,0.432087220989863,-2.38268600041482,0.0171868471087636,0.0417244413265449,699,"  TonB-dependent receptor","  WP_012082244.1"," transl_table 11"," ","NIS_0869","TonB-dependent receptor","C:GO:0009279; C:GO:0016021","C:cell outer membrane; C:integral component of membrane","","",NA,NA,NA
"866","NIS_RS04730",230.111404466334,-1.2960404909177,0.418485810889409,-3.09697594803326,0.00195505735894679,0.00689140325279997,700,"  1-acyl-sn-glycerol-3-phosphate acyltransferase","  WP_012082245.1"," transl_table 11"," ","NIS_0870","1-acyl-sn-glycerol-3-phosphate acyltransferase","F:GO:0003841; P:GO:0008654; C:GO:0016021","F:1-acylglycerol-3-phosphate O-acyltransferase activity; P:phospholipid biosynthetic process; C:integral component of membrane","EC:2.3.1.51","1-acylglycerol-3-phosphate O-acyltransferase",NA,NA,NA
"873","NIS_RS04770",2039.56389836716,-1.07136022025225,0.347588181804532,-3.08226883517788,0.00205429217547793,0.00719237348936281,1714,"  50S ribosomal protein L34","  WP_012082253.1"," transl_table 11","  rpmH","NIS_0878","50S ribosomal protein L34","F:GO:0003735; C:GO:0005840; P:GO:0006412","F:structural constituent of ribosome; C:ribosome; P:translation","","",NA,NA,NA
"880","NIS_RS04805",227.548329562787,-1.05684918129325,0.378728055613294,-2.79052255471763,0.00526230336302726,0.0156525870302658,707,"  hypothetical protein","  WP_012082260.1"," transl_table 11"," ","NIS_0885","hypothetical protein","","","","",NA,NA,NA
"884","NIS_RS04825",965.5043642405,-1.30468820827399,0.356927648538598,-3.65532962665094,0.000256851741214093,0.00122904178585778,709,"  hypothetical protein","  WP_012082264.1"," transl_table 11"," ","NIS_0889","hypothetical protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"891","NIS_RS04860",227.723411243986,-1.0540364997075,0.38360580692484,-2.74770736177625,0.00600135465115021,0.0172800633196636,715,"  TIGR00341 family protein","  WP_012082271.1"," transl_table 11"," ","NIS_0896","TIGR00341 family protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"910","NIS_RS04955",857.078508165209,-1.59347265346241,0.313030908672529,-5.09046426188343,3.57187890606934e-07,4.09011104793258e-06,735,"  response regulator transcription factor","  WP_012082288.1"," transl_table 11"," ","NIS_0914","response regulator transcription factor","P:GO:0000160; F:GO:0003677; P:GO:0006355","P:phosphorelay signal transduction system; F:DNA binding; P:regulation of transcription, DNA-templated","","",NA,NA,NA
"923","NIS_RS05025",384.079278387639,-1.04880800324789,0.421288723338753,-2.48952308748259,0.0127914610275427,0.0321980740731412,746,"  TIGR00730 family Rossman fold protein","  WP_012082302.1"," transl_table 11"," ","NIS_0928","TIGR00730 family Rossman fold protein","P:GO:0009691; F:GO:0016787","P:cytokinin biosynthetic process; F:hydrolase activity","","",NA,NA,NA
"924","NIS_RS05030",279.891803914661,-2.090323655668,0.430719231264138,-4.85310035851665,1.21546141736354e-06,1.18612269349614e-05,747,"  DUF4010 domain-containing protein","  WP_012082303.1"," transl_table 11"," ","NIS_0929","DUF4010 domain-containing protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"936","NIS_RS05090",130.272999457563,-1.07630663391625,0.436183195961652,-2.46755639346289,0.0136038791229951,0.0340698919628993,757,"  glycoside hydrolase","  WP_012082315.1"," transl_table 11"," ","NIS_0941","glycoside hydrolase","P:GO:0005975; F:GO:0016787","P:carbohydrate metabolic process; F:hydrolase activity","","",NA,NA,NA
"953","NIS_RS05175",269.045967360518,-1.07232758565383,0.363335369213621,-2.95134379010418,0.00316394539773658,0.0102247566605484,770,"  hypothetical protein","  WP_012082331.1"," transl_table 11"," ","NIS_0958","hypothetical protein","","","","",NA,NA,NA
"967","NIS_RS05245",1155.62489756628,-1.54009534290714,0.453017704653886,-3.39963610050031,0.000674755894232167,0.00279642557839733,783,"  hypothetical protein","  WP_012082345.1"," transl_table 11"," ","NIS_0972","hypothetical protein","","","","",NA,NA,NA
"976","NIS_RS05290",961.998970553397,-1.25799691008723,0.311347246146241,-4.04049473910024,5.33385616259643e-05,0.000317308380123229,788,"  tyrosine-type recombinase/integrase","  WP_012082354.1"," transl_table 11"," ","NIS_0981","tyrosine-type recombinase/integrase","F:GO:0003677; C:GO:0005737; P:GO:0006310; P:GO:0007049; F:GO:0009037; P:GO:0015074; P:GO:0051301","F:DNA binding; C:cytoplasm; P:DNA recombination; P:cell cycle; F:tyrosine-based site-specific recombinase activity; P:DNA integration; P:cell division","","",NA,NA,NA
"977","NIS_RS05295",733.845190013299,-2.01903880843567,0.305761567135929,-6.60331129038887,4.02074020449353e-11,1.60521873936808e-09,789,"  chorismate mutase","  WP_012082355.1"," transl_table 11"," ","NIS_0982","chorismate mutase","F:GO:0016829; P:GO:0046417","F:lyase activity; P:chorismate metabolic process","","",NA,NA,NA
"985","NIS_RS05335",1771.26753598317,-1.38769338549899,0.276706121336737,-5.01504404309957,5.30213187657742e-07,5.80305151795573e-06,795,"  tetratricopeptide repeat protein","  WP_158297272.1"," transl_table 11"," ","NIS_0990","tetratricopeptide repeat protein","","","","",NA,NA,NA
"986","NIS_RS05340",624.585593324684,-1.10222839974623,0.339608205326162,-3.24558824686712,0.00117208231062595,0.0045261112229045,796,"  YkgJ family cysteine cluster protein","  WP_012082364.1"," transl_table 11"," ","NIS_0991","zinc/iron-chelating domain-containing protein","","","","",NA,NA,NA
"987","NIS_RS05345",1834.31603064345,-1.31580221077137,0.303107514860106,-4.3410412024217,1.4180912592065e-05,0.000101416562616898,797,"  methyltransferase","  WP_012082365.1"," transl_table 11"," ","NIS_0992","tRNA1(Val) A37 N6-methylase TrmN6","F:GO:0003676; F:GO:0008168; P:GO:0032259","F:nucleic acid binding; F:methyltransferase activity; P:methylation","","",NA,NA,NA
"988","NIS_RS05350",697.731066660457,-1.02471861870331,0.328768830357382,-3.11683628155812,0.00182803059858244,0.0065603779271591,1740,"  3-deoxy-manno-octulosonate cytidylyltransferase","  WP_012082366.1"," transl_table 11","  kdsB","NIS_0993","3-deoxy-manno-octulosonate cytidylyltransferase","C:GO:0005737; F:GO:0008690; P:GO:0009103; P:GO:0033468","C:cytoplasm; F:3-deoxy-manno-octulosonate cytidylyltransferase activity; P:lipopolysaccharide biosynthetic process; P:CMP-keto-3-deoxy-D-manno-octulosonic acid biosynthetic process","EC:2.7.7.38","3-deoxy-manno-octulosonate cytidylyltransferase",NA,NA,NA
"990","NIS_RS05360",151.422035952061,-1.44748921126086,0.354518676047422,-4.08297026097219,4.44637148748332e-05,0.000276121063219575,799,"  hypothetical protein","  WP_012082368.1"," transl_table 11"," ","NIS_0995","dihydrouridine synthase","","","","",NA,NA,NA
"1000","NIS_RS05410",83.1112910755705,-1.71281716705278,0.43596587994879,-3.92878719603923,8.53753471150041e-05,0.00047508023212029,804,"  hypothetical protein","  WP_012082378.1"," transl_table 11"," ","NIS_1005","hypothetical protein","","","","",NA,NA,NA
